URI,count,type
http://purl.org/obo/owl/OBO_REL#,694,object
http://purl.org/obo/owl/PATO#,106,object
http://purl.org/obo/owl/UO#,7687,object
http://purl.uniprot.org/core/,4,object
http://purl.uniprot.org/uniprot/,12817152,object
http://rdf.ebi.ac.uk/dataset/,2,object
http://rdf.ebi.ac.uk/dataset/atlas/,2079,object
http://rdf.ebi.ac.uk/resource/atlas,232853703,object
http://rdf.ebi.ac.uk/resource/ensembl/,6301926,object
http://rdf.ebi.ac.uk/resource/expressionatlas,21386768,object
http://rdf.ebi.ac.uk/resource/gxa/,1,object
http://rdf.ebi.ac.uk/terms/,7,object
http://rdf.ebi.ac.uk/terms/1.0/,3,object
http://rdf.ebi.ac.uk/terms/2.0/,1,object
http://rdf.ebi.ac.uk/terms/atlas/,81371014,object
http://rdf.ebi.ac.uk/terms/atlas/dbXref/,167664,object
http://rdf.ebi.ac.uk/terms/expressionatlas/,8772591,object
http://rdf.ebi.ac.uk/terms/v1.0/,4,object
http://rdf.ebi.ac.uk/terms/v2.0/,2,object
http://rdfs.org/ns/void#,5,object
http://rna.ucsc.edu/rnacenter/xrna/,1,object
http://rna.urmc.rochester.edu/Text/,1,object
http://samtools.sourceforge.net/,22,object
http://semanticscience.org/ontology/,1634,object
http://semanticscience.org/resource/,5987,object
http://sequenceontology.org/,6,object
http://sequenceontology.org/resources/,6,object
http://sourceforge.net/projects/poamsa/files/latest/,1,object
http://srf.sourceforge.net/,6,object
http://staden.sourceforge.net/manual/,12,object
http://usefulinc.com/ns/doap#,6,object
http://vcftools.sourceforge.net/,6,object
http://wsio.org/,36,object
http://www-lbit.iro.umontreal.ca/rnaml/,1,object
http://www.bio.net/bionet/mm/bio-soft/1991-October/,6,object
http://www.biopax.org/release/biopax-level3.owl#,3906155,object
http://www.bioperl.org/wiki/,6,object
http://www.broadinstitute.org/software/igv/,6,object
http://www.bx.psu.edu/miller_lab/dist/,6,object
http://www.comp-sys-bio.org/,6,object
http://www.compbio.dundee.ac.uk/manuals/amps/subsubsection3_18_2_5.html#,1,object
http://www.compbio.ox.ac.uk/bioinformatics_faq/format_examples.shtml#,6,object
http://www.copasi.org/,6,object
http://www.daylight.com/dayhtml/doc/theory/,6,object
http://www.e-lico.eu/ontologies/dmo/DMOP/DMOP.owl#,3,object
http://www.ebi.ac.uk/,12,object
http://www.ebi.ac.uk/Information/,2,object
http://www.ebi.ac.uk/SWO/data/,5,object
http://www.ebi.ac.uk/chebi/,8996,object
http://www.ebi.ac.uk/efo/,33941494,object
http://www.ebi.ac.uk/efo/http://purl.obolibrary.org/obo/,799,object
http://www.ebi.ac.uk/efo/http://purl.org/obo/owl/UO#,3,object
http://www.ebi.ac.uk/fgpt/,2,object
http://www.ebi.ac.uk/fgpt/atlasrdf/,3,object
http://www.ebi.ac.uk/fgpt/images/,84,object
http://www.ebi.ac.uk/gxa/experiment,104426718,object
http://www.ebi.ac.uk/gxa/experiments/,854,object
http://www.ebi.ac.uk/gxa/gene,44298,object
http://www.ebi.ac.uk/gxa/gene/,548148,object
http://www.ebi.ac.uk/gxa/gene/Cyp3a23/,2,object
http://www.ebi.ac.uk/gxa/gene/NOP5/,2,object
http://www.ebi.ac.uk/gxa/gene/SLA/,2,object
http://www.ebi.ac.uk/schema/,6,object
http://www.ebi.ac.uk/swo/,4602,object
http://www.ebi.ac.uk/swo/maturity/,6,object
http://www.evolutionaryontology.org/cdao.owl#,9,object
http://www.geneontology.org/formats/oboInOwl#,3211,object
http://www.iana.org/assignments/media-types/media-types.xhtml#,1,object
http://www.iana.org/assignments/media-types/text/,2,object
http://www.ibi.vu.nl/programs/k2nwww/static/,1,object
http://www.ifomis.org/bfo/1.1/snap#,380,object
http://www.ifomis.org/bfo/1.1/span#,22,object
http://www.loa-cnr.it/ontologies/DOLCE-Lite.owl#,42,object
http://www.mged.org/,6,object
http://www.mged.org/Workgroups/MAGE/,6,object
http://www.ncbi.nlm.nih.gov/Traces/trace.cgi?cmd=show&f=formats&m=doc&s=format#,2,object
http://www.obofoundry.org/ro/ro.owl#,2837,object
http://www.onto-med.de/ontologies/gfo.owl#,48,object
http://www.orpha.net/ORDO/,9934,object
http://www.orphanet.org/rdfns#,33211,object
http://www.psidev.info/,12,object
http://www.reactome.org/biopax,5605488,object
http://www.sanger.ac.uk/resources/software/caf/,6,object
http://www.sanger.ac.uk/resources/software/gff/,6,object
http://www.w3.org/1999/02/22-rdf-syntax-ns#,1943,object
http://www.w3.org/2000/01/rdf-schema#,463,object
http://www.w3.org/2001/XMLSchema#,56,object
http://www.w3.org/2002/07/owl#,197444690,object
http://www.w3.org/ns/entailment/,2,object
http://www.w3.org/ns/formats/,8,object
http://www.w3.org/ns/sparql-service-description#,6,object
http://xmlns.com/foaf/0.1/,44,object
